Ticker,Name,Exchange,Sector,Market,Currency,Address
MARALOVER.NS,Maral Overseas Limited,NSI,Consumer Cyclical,in_market,INR,"Bhilwara Towers, Noida, 201301, India"
MARATHON.NS,Marathon Nextgen Realty Limited,NSI,Real Estate,in_market,INR,"702, Marathon Max, Mumbai, 400080, India"
MARICO.NS,Marico Limited,NSI,Consumer Defensive,in_market,INR,"Grande Palladium, Mumbai, 400098, India"
MARINE.NS,Marine Electricals (India) Limited,NSI,Industrials,in_market,INR,"B-1, Udyog Sadan - 3, Mumbai, 400093, India"
MARKSANS.NS,Marksans Pharma Limited,NSI,Healthcare,in_market,INR,"Grandeur, Mumbai, 400053, India"
MARSHALL.NS,Marshall Machines Limited,NSI,Industrials,in_market,INR,"C-86, Phase-V, Ludhiana, 141010, India"
MARUTI.NS,Maruti Suzuki India Limited,NSI,Consumer Cyclical,in_market,INR,"1, Nelson Mandela Road, New Delhi, 110070, India"
MAS,Masco Corporation,NYQ,Industrials,us_market,USD,"17450 College Parkway, Livonia, MI, 48152, United States"
MASFIN.NS,MAS Financial Services Limited,NSI,Financial Services,in_market,INR,"6, Narayan Chambers, Ahmedabad, 380009, India"
MASKINVEST.NS,Mask Investments Limited,NSI,Financial Services,in_market,INR,"A-601/B, International Trade Centre, Surat, 395002, India"
MASTEK.NS,Mastek Limited,NSI,Technology,in_market,INR,"#106, SDF IV, Mumbai, 400096, India"
MASTERTR.NS,Master Trust Limited,NSI,Financial Services,in_market,INR,"1012, Arunachal Building, New Delhi, 110001, India"
MATRIMONY.NS,Matrimony.com Limited,NSI,Communication Services,in_market,INR,"No. 94, TVH Beliciaa Towers, Chennai, 600028, India"
MAWANASUG.NS,Mawana Sugars Limited,NSI,Consumer Defensive,in_market,INR,"Plot No. 3, Gurugram, 122001, India"
MAXESTATES.NS,MAXESTATES.NS,NSI,Real Estate,in_market,INR,"Max Towers, L-20, Noida, 201301, India"
MAXHEALTH.NS,Max Healthcare Institute Limited,NSI,Healthcare,in_market,INR,"Capital Cyberscape, Gurugram, 122 102, India"
MAXIND.NS,Max India Limited,NSI,Healthcare,in_market,INR,"Landmark House, Gurugram, 122003, India"
MAYURUNIQ.NS,Mayur Uniquoters Limited,NSI,Consumer Cyclical,in_market,INR,"Jaitpura Village, Jaipur, 303704, India"
MAZDA.NS,Mazda Limited,NSI,Industrials,in_market,INR,"Mazda House, Ahmedabad, 380006, India"
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,NSI,Industrials,in_market,INR,"Dockyard Road, Mumbai, 400010, India"
MBAPL.NS,Madhya Bharat Agro Products Limited,NSI,Basic Materials,in_market,INR,"5-O-21, Basement, Bhilwara, 311001, India"
MBEL.NS,MBEL.NS,NSI,Industrials,in_market,INR,"MB House, Ahmedabad, 380014, India"
MBLINFRA.NS,MBL Infrastructures Limited,NSI,Industrials,in_market,INR,"Baani Corporate One Tower, New Delhi, 110025, India"
MCD,McDonald's Corporation,NYQ,Consumer Cyclical,us_market,USD,"110 North Carpenter Street, Chicago, IL, 60607, United States"
MCHP,Microchip Technology Incorporated,NMS,Technology,us_market,USD,"2355 West Chandler Boulevard, Chandler, AZ, 85224-6199, United States"
MCK,McKesson Corporation,NYQ,Healthcare,us_market,USD,"6555 State Highway 161, Irving, TX, 75039, United States"
MCL.NS,Madhav Copper Limited,NSI,Basic Materials,in_market,INR,"Plot No.2107/D, Bhavnagar, 364001, India"
MCLEODRUSS.NS,McLeod Russel India Limited,NSI,Consumer Defensive,in_market,INR,"Four Mangoe Lane, Kolkata, 700 001, India"
MCLOUD.NS,Magellanic Cloud Limited,NSI,Technology,in_market,INR,"Dallas Center, Hyderabad, 500032, India"
MCO,Moody's Corporation,NYQ,Financial Services,us_market,USD,"7 World Trade Center, New York, NY, 10007, United States"
MCX.NS,Multi Commodity Exchange of India Limited,NSI,Financial Services,in_market,INR,"Exchange Square, Mumbai, 400093, India"
MDLZ,"Mondelez International, Inc.",NMS,Consumer Defensive,us_market,USD,"905 West Fulton Market, Chicago, IL, 60607, United States"
MDT,Medtronic plc,NYQ,Healthcare,us_market,USD,"Building Two, Galway, Ireland"
MEDANTA.NS,Global Health Limited,NSI,Healthcare,in_market,INR,"Medanta The Medicity, Gurugram, 122001, India"
MEDIASSIST.NS,MEDIASSIST.NS,NSI,Healthcare,in_market,INR,"Tower D, Bengaluru, 560029, India"
MEDICAMEQ.NS,Medicamen Biotech Limited,NSI,Healthcare,in_market,INR,"1506, Chiranjiv Tower, New Delhi, 110019, India"
MEDICO.NS,Medico Remedies Limited,NSI,Healthcare,in_market,INR,"Hubtown Solaris, Mumbai, 400069, India"
MEDPLUS.NS,MedPlus Health Services Limited,NSI,Healthcare,in_market,INR,"H. No: 11-6-56, Hyderabad, 500037, India"
MEGASOFT.NS,Megasoft Limited,NSI,Healthcare,in_market,INR,"Jain Sadguru Image's Capital Park, Hyderabad, 500081, India"
MEGASTAR.NS,Megastar Foods Limited,NSI,Consumer Defensive,in_market,INR,"Plot No.807, Chandigarh, 160002, India"
MEIL.NS,MEIL.NS,NSI,Industrials,in_market,INR,"C-61, C-61 (A&B), Jaipur, 302013, India"
MENONBE.NS,Menon Bearings Limited,NSI,Consumer Cyclical,in_market,INR,"G-1, MIDC, Kolhapur, 416234, India"
MEP.NS,MEP Infrastructure Developers Limited,NSI,Industrials,in_market,INR,"Plot-62, Kesar Equinox, Mumbai, 400014, India"
MET,"MetLife, Inc.",NYQ,Financial Services,us_market,USD,"200 Park Avenue, New York, NY, 10166-0188, United States"
META,"Meta Platforms, Inc.",NMS,Communication Services,us_market,USD,"1 Meta Way, Menlo Park, CA, 94025, United States"
METROBRAND.NS,Metro Brands Limited,NSI,Consumer Cyclical,in_market,INR,"401, Zillion, Mumbai, 400070, India"
METROPOLIS.NS,Metropolis Healthcare Limited,NSI,Healthcare,in_market,INR,"East Wing, Plot-254 B, Nirlon House, Mumbai, 400030, India"
MFML.NS,Mahalaxmi Fabric Mills Limited,NSI,Consumer Cyclical,in_market,INR,"Mahalaxmi House, Ahmedabad, 380 015, India"
MFSL.NS,Max Financial Services Limited,NSI,Financial Services,in_market,INR,"L20M, Max Towers, Noida, 201301, India"
MGEL.NS,Mangalam Global Enterprise Limited,NSI,Consumer Defensive,in_market,INR,"101, Mangalam Corporate House, Ahmedabad, 380009, India"
MGL.NS,Mahanagar Gas Limited,NSI,Utilities,in_market,INR,"MGL House, Mumbai, 400051, India"
MGM,MGM Resorts International,NYQ,Consumer Cyclical,us_market,USD,"3600 Las Vegas Boulevard South, Las Vegas, NV, 89109, United States"
MHK,"Mohawk Industries, Inc.",NYQ,Consumer Cyclical,us_market,USD,"160 South Industrial Boulevard, Calhoun, GA, 30701, United States"
MHLXMIRU.NS,Mahalaxmi Rubtech Limited,NSI,Consumer Cyclical,in_market,INR,"Mahalaxmi House, Ahmedabad, 380015, India"
MHRIL.NS,Mahindra Holidays & Resorts India Limited,NSI,Consumer Cyclical,in_market,INR,"Mahindra Towers, Mumbai, 400018, India"
MICEL.NS,MIC Electronics Limited,NSI,Technology,in_market,INR,"Plot No. 192/B, Hyderabad, 500051, India"
MIDHANI.NS,Mishra Dhatu Nigam Limited,NSI,Basic Materials,in_market,INR,"PO Kanchanbagh, Hyderabad, 500058, India"
MINDACORP.NS,Minda Corporation Limited,NSI,Consumer Cyclical,in_market,INR,"D 6-11, Noida, 201301, India"
MINDTECK.NS,Mindteck (India) Limited,NSI,Technology,in_market,INR,"AMR Tech Park, Bengaluru, 560068, India"
MIRCELECTR.NS,MIRC Electronics Limited,NSI,Consumer Cyclical,in_market,INR,"Onida House, Mumbai, 400093, India"
MIRZAINT.NS,Mirza International Limited,NSI,Consumer Cyclical,in_market,INR,"A-71, Sector 136, Noida, India"
MITCON.NS,MITCON Consultancy & Engineering Services Limited,NSI,Industrials,in_market,INR,"Kubera Chambers, Pune, 411005, India"
MITTAL.NS,Mittal Life Style Limited,NSI,Consumer Cyclical,in_market,INR,"Unit No. 8/9, Ravikiran, Mumbai, 400053, India"
MKC,"McCormick & Company, Incorporated",NYQ,Consumer Defensive,us_market,USD,"24 Schilling Road, Hunt Valley, MD, 21031, United States"
MKPL.NS,M. K. Proteins Limited,NSI,Consumer Defensive,in_market,INR,"Naraingarh Road, Ambala, 134003, India"
MKTX,MarketAxess Holdings Inc.,NMS,Financial Services,us_market,USD,"55 Hudson Yards, New York, NY, 10001, United States"
MLM,"Martin Marietta Materials, Inc.",NYQ,Basic Materials,us_market,USD,"4123 Parklake Avenue, Raleigh, NC, 27612, United States"
MMC,"Marsh & McLennan Companies, Inc.",NYQ,Financial Services,us_market,USD,"1166 Avenue of the Americas, New York, NY, 10036-2774, United States"
MMFL.NS,M M Forgings Limited,NSI,Industrials,in_market,INR,"A24/25, SVK Towers, Chennai, 600032, India"
MMM,3M Company,NYQ,Industrials,us_market,USD,"3M Center, Saint Paul, MN, 55144-1000, United States"
MMP.NS,MMP Industries Limited,NSI,Basic Materials,in_market,INR,"B-24, Hingna MIDC Area, Nagpur, 440016, India"
MMTC.NS,MMTC Limited,NSI,Industrials,in_market,INR,"Scope Complex, New Delhi, 110003, India"
MNST,Monster Beverage Corporation,NMS,Consumer Defensive,us_market,USD,"1 Monster Way, Corona, CA, 92879, United States"
MO,"Altria Group, Inc.",NYQ,Consumer Defensive,us_market,USD,"6601 West Broad Street, Richmond, VA, 23230, United States"
MOBIKWIK.NS,MOBIKWIK.NS,NSI,Technology,in_market,INR,"Block-B, Gurugram, 122003, India"
MODIRUBBER.NS,Modi Rubber Limited,NSI,Real Estate,in_market,INR,"4-7C, DDA Shopping Centre, New Delhi, 110025, India"
MODISONLTD.NS,Modison Limited,NSI,Industrials,in_market,INR,"Plot No. 85 A, B, D, E & 2923, 2924 A&B, Vapi, 396195, India"
MODTHREAD.NS,Modern Threads (India) Limited,NSI,Consumer Cyclical,in_market,INR,"Modern Woollens, Bhilwara, 311001, India"
MOH,"Molina Healthcare, Inc.",NYQ,Healthcare,us_market,USD,"200 Oceangate, Long Beach, CA, 90802, United States"
MOHITIND.NS,Mohit Industries Limited,NSI,Consumer Cyclical,in_market,INR,"Office no. 908, Rajhans Montessa, Surat, 395007, India"
MOIL.NS,MOIL Limited,NSI,Basic Materials,in_market,INR,"MOIL Bhawan, Nagpur, 440013, India"
MOKSH.NS,Moksh Ornaments Limited,NSI,Consumer Cyclical,in_market,INR,
MOL.NS,Meghmani Organics Limited,NSI,Basic Materials,in_market,INR,"Meghmani House, Ahmedabad, 380015, India"
MOLDTECH.NS,Mold-Tek Technologies Limited,NSI,Industrials,in_market,INR,"Plot No.700, Door No.8-2-293/82/A/700, Hyderabad, 500033, India"
MOLDTKPAC.NS,Mold-Tek Packaging Limited,NSI,Consumer Cyclical,in_market,INR,"Plot No.700, D.No.8-2-293/82/A/700, Hyderabad, 500033, India"
MONARCH.NS,Monarch Networth Capital Limited,NSI,Financial Services,in_market,INR,"Monarch House, Ahmedabad, 380009, India"
MONTECARLO.NS,Monte Carlo Fashions Limited,NSI,Consumer Cyclical,in_market,INR,"B-XXIX-106, G.T. Road, Ludhiana, 141003, India"
MORARJEE.NS,Morarjee Textiles Limited,NSI,Consumer Cyclical,in_market,INR,"Mathuradas Mills Compound, Mumbai, 400013, India"
MOREPENLAB.NS,Morepen Laboratories Limited,NSI,Healthcare,in_market,INR,"Tower C, DLF Cyber Park, Gurugram, 122016, India"
MOS,The Mosaic Company,NYQ,Basic Materials,us_market,USD,"101 East Kennedy Blvd, Tampa, FL, 33602, United States"
MOSCHIP.NS,MOSCHIP.NS,NSI,Technology,in_market,INR,
MOTHERSON.NS,Samvardhana Motherson International Limited,NSI,Consumer Cyclical,in_market,INR,"C-14 A & B, Noida, 201301, India"
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,NSI,Financial Services,in_market,INR,"Motilal Oswal Tower, Mumbai, 400025, India"
MOTISONS.NS,MOTISONS.NS,NSI,Consumer Cyclical,in_market,INR,"SB-110, Motisons Tower, Jaipur, 302015, India"
MOTOGENFIN.NS,The Motor & General Finance Limited,NSI,Real Estate,in_market,INR,"MGF House, New Delhi, 110002, India"
MPC,Marathon Petroleum Corporation,NYQ,Energy,us_market,USD,"539 South Main Street, Findlay, OH, 45840-3229, United States"
MPHASIS.NS,Mphasis Limited,NSI,Technology,in_market,INR,"Bagmane World Technology Center, Bengaluru, 560048, India"
MPSLTD.NS,MPS Limited,NSI,Communication Services,in_market,INR,"Tower – A, Noida, 201303, India"
MPWR,"Monolithic Power Systems, Inc.",NMS,Technology,us_market,USD,"5808 Lake Washington Boulevard NE, Kirkland, WA, 98033, United States"
MRF.NS,MRF Limited,NSI,Consumer Cyclical,in_market,INR,"No. 114, Greams Road, Chennai, 600006, India"
MRK,"Merck & Co., Inc.",NYQ,Healthcare,us_market,USD,"126 East Lincoln Avenue, Rahway, NJ, 07065, United States"
MRNA,"Moderna, Inc.",NMS,Healthcare,us_market,USD,"325 Binney Street, Cambridge, MA, 02142, United States"
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,NSI,Energy,in_market,INR,"Mudapadav, Mangalore, 575030, India"
MS,Morgan Stanley,NYQ,Financial Services,us_market,USD,"1585 Broadway, New York, NY, 10036, United States"
MSCI,MSCI Inc.,NYQ,Financial Services,us_market,USD,"7 World Trade Center, New York, NY, 10007, United States"
MSFT,Microsoft Corporation,NMS,Technology,us_market,USD,"One Microsoft Way, Redmond, WA, 98052-6399, United States"
MSI,"Motorola Solutions, Inc.",NYQ,Technology,us_market,USD,"500 West Monroe Street, Chicago, IL, 60661, United States"
MSPL.NS,MSP Steel & Power Limited,NSI,Basic Materials,in_market,INR,"South City Business Park, Kolkata, 700107, India"
MSTCLTD.NS,MSTC Limited,NSI,Industrials,in_market,INR,"Plot no.CF-18/2, Kolkata, 700156, India"
MSUMI.NS,Motherson Sumi Wiring India Limited,NSI,Consumer Cyclical,in_market,INR,"C - 14A & B, Noida, 201301, India"
MTARTECH.NS,MTAR Technologies Limited,NSI,Industrials,in_market,INR,"18, Technocrats Industrial Estate, Hyderabad, 500037, India"
MTB,M&T Bank Corporation,NYQ,Financial Services,us_market,USD,"One M&T Plaza, Buffalo, NY, 14203, United States"
MTCH,"Match Group, Inc.",NMS,Communication Services,us_market,USD,"8750 North Central Expressway, Dallas, TX, 75231, United States"
MTD,Mettler-Toledo International Inc.,NYQ,Healthcare,us_market,USD,"1900 Polaris Parkway, Columbus, OH, 43240, United States"
MTEDUCARE.NS,MT Educare Limited,NSI,Consumer Defensive,in_market,INR,"135, Continental Building, Mumbai, 400018, India"
MTNL.NS,Mahanagar Telephone Nigam Limited,NSI,Communication Services,in_market,INR,"Mahanagar Doorsanchar Sadan, New Delhi, 110003, India"
MU,"Micron Technology, Inc.",NMS,Technology,us_market,USD,"8000 South Federal Way, Boise, ID, 83716-9632, United States"
MUFIN.NS,Mufin Green Finance Limited,NSI,Financial Services,in_market,INR,"202, Best Sky Tower, Delhi, 110034, India"
MUFTI.NS,MUFTI.NS,NSI,Consumer Cyclical,in_market,INR,"B-8, MIDC Central Road, Mumbai, 400093, India"
MUKANDLTD.NS,Mukand Limited,NSI,Basic Materials,in_market,INR,"Bajaj Bhawan, Mumbai, 400021, India"
MUKKA.NS,Mukka Proteins Limited,NSI,Consumer Defensive,in_market,INR,"Mukka Corporate House, Mangalore, 575001, India"
MUKTAARTS.NS,Mukta Arts Limited,NSI,Communication Services,in_market,INR,"Mukta House, Mumbai, 400065, India"
MUNJALAU.NS,Munjal Auto Industries Limited,NSI,Consumer Cyclical,in_market,INR,"Unitech Business Zone, Tower C, Gurugram, 122018, India"
MUNJALSHOW.NS,Munjal Showa Limited,NSI,Consumer Cyclical,in_market,INR,"9-11, Maruti Industrial Area, Gurugram, 122015, India"
MURUDCERA.NS,Murudeshwar Ceramics Ltd.,NSI,Industrials,in_market,INR,"Naveen Complex, Bengaluru, 560001, India"
MUTHOOTCAP.NS,Muthoot Capital Services Limited,NSI,Financial Services,in_market,INR,"Muthoot Towers, Kochi, 682035, India"
MUTHOOTFIN.NS,Muthoot Finance Limited,NSI,Financial Services,in_market,INR,"Near EMC, Kochi, 682028, India"
MUTHOOTMF.NS,MUTHOOTMF.NS,NSI,Financial Services,in_market,INR,"Muthoot Towers, Kochi, 682035, India"
MVGJL.NS,Manoj Vaibhav Gems 'N' Jewellers Limited,NSI,Consumer Cyclical,in_market,INR,"Door No. 47-10-19, 2nd Lane, Visakhapatnam, 530016, India"
NACLIND.NS,NACL Industries Limited,NSI,Basic Materials,in_market,INR,"Lakshmi Towers, Hyderabad, 500082, India"
NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,NSI,Basic Materials,in_market,INR,"Nagarjuna Hills, Hyderabad, 500082, India"
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Ltd.,NSI,Financial Services,in_market,INR,"Opera House, Mumbai, 400004, India"
NAGREEKEXP.NS,Nagreeka Exports Limited,NSI,Consumer Cyclical,in_market,INR,"18, R. N., Kolkata, 700001, India"
NAHARCAP.NS,Nahar Capital and Financial Services Limited,NSI,Financial Services,in_market,INR,"Nahar Tower, Ludhiana, 141003, India"
NAHARINDUS.NS,Nahar Industrial Enterprises Limited,NSI,Consumer Cyclical,in_market,INR,"Focal Point, Ludhiana, 141010, India"
NAHARPOLY.NS,Nahar Poly Films Limited,NSI,Consumer Cyclical,in_market,INR,"Nahar Tower, Ludhiana, 141003, India"
NAHARSPING.NS,Nahar Spinning Mills Limited,NSI,Consumer Cyclical,in_market,INR,"Nahar Tower, Ludhiana, 141003, India"
NAM-INDIA.NS,Nippon Life India Asset Management Limited,NSI,Financial Services,in_market,INR,"Tower A, 4th Floor, Mumbai, 400 013, India"
NARMADA.NS,Narmada Agrobase Limited,NSI,Basic Materials,in_market,INR,"401, Silicon Tower, Ahmedabad, 380009, India"
NATCAPSUQ.NS,Natural Capsules Limited,NSI,Healthcare,in_market,INR,"Trident Towers, Bengaluru, 560011, India"
NATCOPHARM.NS,NATCO Pharma Limited,NSI,Healthcare,in_market,INR,"Natco House, Hyderabad, 500034, India"
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,NSI,Basic Materials,in_market,INR,"1, Chateau Windsor, Mumbai, 400020, India"
NATIONALUM.NS,National Aluminium Company Limited,NSI,Basic Materials,in_market,INR,"NALCO Bhawan, Bhubaneswar, 751013, India"
NAUKRI.NS,Info Edge (India) Limited,NSI,Communication Services,in_market,INR,"B-8, Sector-132, Noida, 201304, India"
NAVA.NS,Nava Limited,NSI,Industrials,in_market,INR,"Silicon House, Hyderabad, 500 034, India"
NAVINFLUOR.NS,Navin Fluorine International Limited,NSI,Basic Materials,in_market,INR,"Natraj by Rustomjee, Mumbai, 400069, India"
NAVKARCORP.NS,Navkar Corporation Limited,NSI,Industrials,in_market,INR,"Tower-1, Navi Mumbai, 400706, India"
NAVKARURB.NS,Navkar Urbanstructure Limited,NSI,Basic Materials,in_market,INR,"304, Circle P, Ahmedabad, 380051, India"
NAVNETEDUL.NS,Navneet Education Limited,NSI,Communication Services,in_market,INR,"Navneet Bhavan, Mumbai, 400 028, India"
NAZARA.NS,Nazara Technologies Limited,NSI,Communication Services,in_market,INR,"51-54, Maker Chamber 3, Mumbai, 400021, India"
NBCC.NS,NBCC (India) Limited,NSI,Industrials,in_market,INR,"NBCC Bhawan, New Delhi, 110003, India"
NBIFIN.NS,N.B.I. Industrial Finance Company Limited,NSI,Financial Services,in_market,INR,"21, Strand Road, Kolkata, 700001, India"
NCC.NS,NCC Limited,NSI,Industrials,in_market,INR,"NCC House, Hyderabad, 500081, India"
NCLH,Norwegian Cruise Line Holdings Ltd.,NYQ,Consumer Cyclical,us_market,USD,"7665 Corporate Center Drive, Miami, FL, 33126, United States"
NCLIND.NS,NCL Industries Limited,NSI,Basic Materials,in_market,INR,"10-3-162, NCL Pearl, Secunderabad, 500026, India"
NDAQ,"Nasdaq, Inc.",NMS,Financial Services,us_market,USD,"151 West 42nd Street, New York, NY, 10036, United States"
NDGL.NS,Naga Dhunseri Group Limited,NSI,Financial Services,in_market,INR,"Dhunseri House, Kolkata, 700020, India"
NDL.NS,Nandan Denim Limited,NSI,Consumer Cyclical,in_market,INR,"Chiripal House, Ahmedabad, 380015, India"
NDLVENTURE.NS,NDL Ventures Limited,NSI,Communication Services,in_market,INR,"In Centre, Mumbai, 400093, India"
NDRAUTO.NS,NDR Auto Components Limited,NSI,Consumer Cyclical,in_market,INR,"Maruti Joint Venture Complex, Gurugram, 122015, India"
NDSN,Nordson Corporation,NMS,Industrials,us_market,USD,"28601 Clemens Road, Westlake, OH, 44145-4551, United States"
NDTV.NS,New Delhi Television Limited,NSI,Communication Services,in_market,INR,"Max Square, Noida, 201304, India"
NECCLTD.NS,North Eastern Carrying Corporation Limited,NSI,Industrials,in_market,INR,"NECC House, Delhi, 110006, India"
NECLIFE.NS,Nectar Lifesciences Limited,NSI,Healthcare,in_market,INR,"SCO 38-39, Chandigarh, 160009, India"
NEE,"NextEra Energy, Inc.",NYQ,Utilities,us_market,USD,"700 Universe Boulevard, Juno Beach, FL, 33408, United States"
NELCAST.NS,Nelcast Limited,NSI,Industrials,in_market,INR,"159, T.T.K. Road, Chennai, 600018, India"
NELCO.NS,Nelco Limited,NSI,Technology,in_market,INR,"EL-6, TTC Industrial Area, Navi Mumbai, 400710, India"
NEM,Newmont Corporation,NYQ,Basic Materials,us_market,USD,"6900 E Layton Avenue, Denver, CO, 80237, United States"
NEOGEN.NS,Neogen Chemicals Limited,NSI,Basic Materials,in_market,INR,"Dev Corpora Building, Thane, 400601, India"
NESCO.NS,Nesco Limited,NSI,Industrials,in_market,INR,"Nesco Center, Mumbai, 400063, India"
NESTLEIND.NS,Nestlé India Limited,NSI,Consumer Defensive,in_market,INR,"NestlE House, Gurugram, 122002, India"
NETWEB.NS,Netweb Technologies India Limited,NSI,Technology,in_market,INR,"Plot No H-1, Pocket 9, Faridabad, 121004, India"
NETWORK18.NS,Network18 Media & Investments Limited,NSI,Communication Services,in_market,INR,"Empire Complex, Mumbai, 400013, India"
NEULANDLAB.NS,Neuland Laboratories Limited,NSI,Healthcare,in_market,INR,"Phoenix IVY Building, Hyderabad, 500033, India"
NEWGEN.NS,Newgen Software Technologies Limited,NSI,Technology,in_market,INR,"E-44/13 Okhla Phase II, New Delhi, 110067, India"
NEXTMEDIA.NS,Next Mediaworks Limited,NSI,Communication Services,in_market,INR,"Lotus Tower, A Block, New Delhi, 110025, India"
NFL.NS,National Fertilizers Limited,NSI,Basic Materials,in_market,INR,"A-11, Sector-24, Noida, 201301, India"
NFLX,"Netflix, Inc.",NMS,Communication Services,us_market,USD,"121 Albright Way, Los Gatos, CA, 95032, United States"
NGIL.NS,Nakoda Group of Industries Limited,NSI,Consumer Defensive,in_market,INR,"Plot No. 239, South Old Bagadganj, Nagpur, 440008, India"
NGLFINE.NS,NGL Fine-Chem Limited,NSI,Healthcare,in_market,INR,"301, E Square, Mumbai, 400057, India"
NH.NS,Narayana Hrudayalaya Limited,NSI,Healthcare,in_market,INR,"No. 261/A, Bommasandra Industrial Area, Bengaluru, 560099, India"
NHPC.NS,NHPC Limited,NSI,Utilities,in_market,INR,"NHPC Office Complex, Faridabad, 121003, India"
NI,NiSource Inc.,NYQ,Utilities,us_market,USD,"801 East 86th Avenue, Merrillville, IN, 46410, United States"
NIACL.NS,The New India Assurance Company Limited,NSI,Financial Services,in_market,INR,"New India Assurance Building, Mumbai, 400001, India"
NIBE.NS,Nibe Limited,NSI,Industrials,in_market,INR,"Plot No. E-2/2, Pune, 410501, India"
NIBL.NS,NRB Industrial Bearings Limited,NSI,Industrials,in_market,INR,"Plot-471/473, Marwadi Vidyalaya, Mumbai, 400004, India"
NIITLTD.NS,NIIT Limited,NSI,Consumer Defensive,in_market,INR,"Plot No. 85, Sector 32, Gurugram, 122001, India"
NIITMTS.NS,NIIT Learning Systems Limited,NSI,Consumer Defensive,in_market,INR,"Infocity, Gurugram, 122001, India"
NILAINFRA.NS,Nila Infrastructures Limited,NSI,Real Estate,in_market,INR,"Sambhaav House, Ahmedabad, 380015, India"
NILASPACES.NS,Nila Spaces Limited,NSI,Real Estate,in_market,INR,"Sambhaav House, Ahmedabad, 380015, India"
NILKAMAL.NS,Nilkamal Limited,NSI,Consumer Cyclical,in_market,INR,"Nilkamal House, Mumbai, 400093, India"
NINSYS.NS,NINtec Systems Limited,NSI,Technology,in_market,INR,"B-11, Corporate House, Ahmedabad, 380054, India"
NIPPOBATRY.NS,Indo National Limited,NSI,Industrials,in_market,INR,"Pottipati Plaza, Chennai, 600034, India"
NIRAJ.NS,Niraj Cement Structurals Limited,NSI,Industrials,in_market,INR,"Niraj House, Mumbai, 400088, India"
NIRAJISPAT.NS,Niraj Ispat Industries Limited,NSI,Consumer Cyclical,in_market,INR,"19, G.T. Road, Ghaziabad, 201002, India"
NITCO.NS,NITCO Limited,NSI,Industrials,in_market,INR,"3/A, Recondo Compound, Mumbai, 400 030, India"
NITINSPIN.NS,Nitin Spinners Limited,NSI,Consumer Cyclical,in_market,INR,"16-17 K.M. Stone, Bhilwara, 311025, India"
NITIRAJ.NS,Nitiraj Engineers Limited,NSI,Technology,in_market,INR,"Plot No J25, J26, Dhule, 424006, India"
NIVABUPA.NS,Niva Bupa Health Insurance Company Limited,NSI,Financial Services,in_market,INR,"Capital Cyberscape, Gurugram, 122101, India"
NKE,"NIKE, Inc.",NYQ,Consumer Cyclical,us_market,USD,"One Bowerman Drive, Beaverton, OR, 97005-6453, United States"
NKIND.NS,N.K Industries Limited,NSI,Consumer Defensive,in_market,INR,"Popular House, Ahmedabad, 380009, India"
NLCINDIA.NS,NLC India Limited,NSI,Utilities,in_market,INR,"Neyveli Township, Cuddalore, 607801, India"
NMDC.NS,NMDC Limited,NSI,Basic Materials,in_market,INR,"Khanij Bhavan, Hyderabad, 500028, India"
NOC,Northrop Grumman Corporation,NYQ,Industrials,us_market,USD,"2980 Fairview Park Drive, Falls Church, VA, 22042, United States"
NOCIL.NS,NOCIL Limited,NSI,Basic Materials,in_market,INR,"Mafatlal House, Mumbai, 400020, India"
NOIDATOLL.NS,Noida Toll Bridge Company Limited,NSI,Industrials,in_market,INR,"Toll Plaza, Noida, 201301, India"
NORBTEAEXP.NS,Norben Tea & Exports Limited,NSI,Consumer Defensive,in_market,INR,"15-B, Hemanta Basu Sarani, Kolkata, 700001, India"
NORTHARC.NS,Northern Arc Capital Limited,NSI,Financial Services,in_market,INR,"IIT Madras Research Park, Chennai, 600113, India"
NOVAAGRI.NS,Nova Agritech Limited,NSI,Basic Materials,in_market,INR,"Sy.No.251/A/1, Siddipet, 502279, India"
NOW,"ServiceNow, Inc.",NYQ,Technology,us_market,USD,"2225 Lawson Lane, Santa Clara, CA, 95054, United States"
NPST.NS,NPST.NS,NSI,Technology,in_market,INR,"Off No.427/428/429, Lodha Supremus II, Thane, 400604, India"
NRAIL.NS,N R Agarwal Industries Limited,NSI,Basic Materials,in_market,INR,"502-A/501-B, Fortune Terraces, Mumbai, 400053, India"
NRBBEARING.NS,NRB Bearings Limited,NSI,Consumer Cyclical,in_market,INR,"Dhannur, 15, Mumbai, 400001, India"
NRG,"NRG Energy, Inc.",NYQ,Utilities,us_market,USD,"910 Louisiana Street, Houston, TX, 77002, United States"
NRL.NS,Nupur Recyclers Limited,NSI,Industrials,in_market,INR,"Plot No. 03, Delhi, 110092, India"
NSC,Norfolk Southern Corporation,NYQ,Industrials,us_market,USD,"650 West Peachtree Street NW, Atlanta, GA, 30308-1925, United States"
NSIL.NS,Nalwa Sons Investments Limited,NSI,Financial Services,in_market,INR,"Jindal Centre, New Delhi, 110066, India"
